#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
fferm_ms_11_96       -          VOG4799              -              0.011   11.7   0.0     0.025   10.6   0.0   1.6   1   1   0   1   1   1   0 -
srr4295175_ms_5_36      -          VOG4800              -            1.3e-05   21.1   0.0   1.4e-05   20.9   0.0   1.2   1   0   0   1   1   1   1 -
KP06_gp41               -          VOG4800              -             0.0074   12.0   0.0     0.011   11.5   0.0   1.2   1   0   0   1   1   1   1 -
nc_024711_crassphage_42 -          VOG4800              -             0.0075   12.0   0.0     0.011   11.4   0.0   1.2   1   0   0   1   1   1   1 -
cs_ms_21_64          -          VOG4804              -            1.3e-16   56.9   0.1   1.7e-16   56.5   0.1   1.2   1   0   0   1   1   1   1 -
err844030_ms_1_65    -          VOG4813              -            1.3e-08   30.8   3.4   2.3e-08   30.1   3.0   1.4   1   1   0   1   1   1   1 -
srr4295175_ms_5_21   -          VOG4813              -              2e-05   20.5   2.4   2.7e-05   20.1   1.6   1.6   1   1   1   2   2   2   1 -
inf125_s_2_76        -          VOG4813              -            2.4e-05   20.3   4.0   2.4e-05   20.3   4.0   1.6   2   1   0   2   2   2   1 -
fferm_ms_11_72       -          VOG4813              -            0.00017   17.5   2.6   0.00024   17.0   1.9   1.5   1   1   1   2   2   2   1 -
fferm_ms_11_39       -          VOG4813              -            0.00062   15.7   0.1    0.0011   14.9   0.1   1.3   1   0   0   1   1   1   1 -
srr4295175_ms_5_49   -          VOG4813              -             0.0044   13.0   0.5    0.0056   12.6   0.4   1.4   1   1   0   1   1   1   1 -
fferm_ms_11_86       -          VOG4813              -             0.0046   12.9   0.3     0.016   11.1   0.1   2.0   2   0   0   2   2   2   1 -
inf125_s_2_35        -          VOG4825              -            5.5e-06   22.4   2.1   9.8e-06   21.6   2.1   1.4   1   0   0   1   1   1   1 -
cs_ms_21_70          -          VOG4846              -             0.0049   13.1   0.1     0.029   10.6   0.1   2.4   1   0   0   1   1   1   1 -
srr4295175_ms_5_72   -          VOG4853              -                1.7    5.2  13.9      0.69    6.5   3.5   2.5   1   1   1   2   2   2   0 -
hvcf_a6_ms_4_16      -          VOG4857              -               0.12    8.7   6.3      0.11    8.8   2.7   2.1   1   1   1   2   2   2   0 -
cs_ms_21_23          -          VOG4857              -               0.15    8.3   5.3      0.16    8.2   5.3   1.0   1   0   0   1   1   1   0 -
err975045_s_1_57     -          VOG4858              -             0.0027   13.0   0.2    0.0027   13.0   0.2   1.1   1   0   0   1   1   1   1 -
eld241-t0_s_1_100    -          VOG4861              -            0.00016   18.3   1.6   0.00029   17.5   1.6   1.5   1   1   0   1   1   1   1 -
inf125_s_2_101       -          VOG4872              -            1.2e-10   37.4   0.1   1.3e-10   37.3   0.1   1.1   1   0   0   1   1   1   1 -
sib1_ms_5_18         -          VOG4878              -            0.00014   17.1   0.3   0.00016   17.0   0.3   1.1   1   0   0   1   1   1   1 -
cs_ms_21_36          -          VOG4884              -             0.0036   12.3   0.3    0.0065   11.4   0.3   1.4   1   0   0   1   1   1   1 -
KP06_gp57               -          VOG4897              -              0.011   11.9   5.8     0.014   11.5   5.8   1.2   1   0   0   1   1   1   0 -
nc_024711_crassphage_59 -          VOG4897              -              0.011   11.9   5.8     0.014   11.5   5.8   1.2   1   0   0   1   1   1   0 -
srr4295175_ms_5_72   -          VOG4905              -              0.044    8.6  10.6     0.065    8.0  10.6   1.1   1   0   0   1   1   1   0 -
inf125_s_2_97        -          VOG4916              -             0.0064   12.6   0.4     0.021   10.9   0.2   1.9   3   0   0   3   3   3   1 -
inf125_s_2_100       -          VOG4952              -             0.0016   13.2   0.0    0.0027   12.5   0.0   1.2   1   0   0   1   1   1   1 -
fferm_ms_11_92       -          VOG4966              -            1.1e-30  102.2   0.2   1.3e-30  101.9   0.2   1.1   1   0   0   1   1   1   1 -
err975045_s_1_54     -          VOG4966              -            5.5e-20   67.7   0.7   9.4e-20   66.9   0.3   1.6   1   1   1   2   2   2   1 -
sib1_ms_5_82         -          VOG4986              -             0.0019   14.9   1.0     0.016   11.9   0.6   2.2   2   0   0   2   2   2   1 -
nc_024711_crassphage_11 -          VOG4994              -            0.00043   16.9   0.3   0.00048   16.7   0.3   1.1   1   0   0   1   1   1   1 -
sib1_ms_5_18            -          VOG4994              -             0.0017   14.9   0.0    0.0022   14.6   0.0   1.1   1   0   0   1   1   1   1 -
inf125_s_2_14        -          VOG5007              -            0.00086   15.4   1.3   0.00086   15.4   1.3   1.1   1   0   0   1   1   1   1 -
srr4295175_ms_5_70   -          VOG5007              -                5.5    3.3  15.8     0.098    8.9   0.8   3.0   2   1   1   3   3   3   0 -
inf125_s_2_2         -          VOG5038              -            0.00057   16.0   0.3   0.00084   15.5   0.3   1.3   1   0   0   1   1   1   1 -
inf125_s_2_35        -          VOG5047              -            6.8e-18   61.3   4.3   1.2e-17   60.5   3.8   1.6   1   1   0   1   1   1   1 -
cs_ms_21_49          -          VOG5047              -            3.1e-08   29.5   4.4   3.9e-08   29.2   4.2   1.3   1   1   0   1   1   1   1 -
eld241-t0_s_1_34     -          VOG5049              -             0.0096   12.3   0.0    0.0096   12.3   0.0   1.1   1   0   0   1   1   1   1 -
fferm_ms_11_20       -          VOG5087              -            1.4e-05   21.4   0.2     2e-05   20.9   0.2   1.3   1   0   0   1   1   1   1 -
hvcf_a6_ms_4_35      -          VOG5093              -             0.0055   13.3   0.2     0.017   11.7   0.0   1.9   2   0   0   2   2   2   1 -
cs_ms_21_42          -          VOG5101              -            2.9e-30  101.0   0.0     4e-30  100.5   0.0   1.1   1   0   0   1   1   1   1 -
sib1_ms_5_9          -          VOG5101              -            1.5e-24   82.1   0.0   2.2e-24   81.6   0.0   1.1   1   0   0   1   1   1   1 -
cs_ms_21_9           -          VOG5101              -            3.4e-17   57.8   0.0   4.9e-17   57.2   0.0   1.1   1   0   0   1   1   1   1 -
inf125_s_2_51        -          VOG5101              -              8e-06   20.1   0.0   9.4e-06   19.9   0.0   1.0   1   0   0   1   1   1   1 -
inf125_s_2_52        -          VOG5101              -             0.0083   10.2   0.0    0.0083   10.2   0.0   1.0   1   0   0   1   1   1   1 -
err844030_ms_1_43    -          VOG5104              -            0.00052   16.0   0.7    0.0033   13.5   0.2   2.2   2   0   0   2   2   2   1 -
sib1_ms_5_8          -          VOG5111              -               0.12    8.4   5.1      0.38    6.8   1.2   2.4   2   0   0   2   2   2   0 -
err844030_ms_1_77    -          VOG5114              -             0.0037   13.7   0.2    0.0088   12.4   0.2   1.6   1   0   0   1   1   1   1 -
cs_ms_21_42          -          VOG5121              -             0.0001   16.8   0.0      0.01   10.1   0.0   2.2   2   0   0   2   2   2   2 -
fferm_ms_11_96       -          VOG5121              -             0.0061   10.9   0.0       0.1    6.8   0.0   2.2   2   0   0   2   2   2   2 -
inf125_s_2_67        -          VOG5121              -             0.0068   10.7   0.0      0.17    6.1   0.0   2.3   2   1   1   3   3   3   2 -
err844030_ms_1_63    -          VOG5142              -              3e-05   20.6   1.3   0.00027   17.5   0.2   2.0   1   1   1   2   2   2   2 -
err844030_ms_1_95    -          VOG5157              -             0.0048   12.7   0.3    0.0083   12.0   0.3   1.4   1   0   0   1   1   1   1 -
fferm_ms_11_56       -          VOG5162              -            3.4e-23   77.9   1.1   2.2e-12   42.2   0.2   2.9   1   1   1   2   2   2   2 -
inf125_s_2_146       -          VOG5170              -             0.0035   12.8   0.2    0.0035   12.8   0.2   1.0   1   0   0   1   1   1   1 -
cs_ms_21_42          -          VOG5203              -            3.9e-66  219.7   4.2   3.9e-66  219.7   4.2   1.5   2   0   0   2   2   2   1 -
sib1_ms_5_9          -          VOG5203              -            2.8e-36  121.1   1.0   4.5e-36  120.4   1.0   1.2   1   0   0   1   1   1   1 -
cs_ms_21_9           -          VOG5203              -            4.9e-31  103.8   0.0   7.6e-31  103.2   0.0   1.2   1   0   0   1   1   1   1 -
inf125_s_2_52        -          VOG5203              -            9.9e-15   50.0   0.0     1e-14   49.9   0.0   1.0   1   0   0   1   1   1   1 -
inf125_s_2_51        -          VOG5203              -            1.2e-05   20.0   0.0   1.4e-05   19.8   0.0   1.0   1   0   0   1   1   1   1 -
inf125_s_2_53        -          VOG5203              -            0.00014   16.5   0.1   0.00015   16.4   0.1   1.0   1   0   0   1   1   1   1 -
err975045_s_1_82     -          VOG5221              -              0.014   11.7   1.2     0.067    9.6   1.2   2.0   1   1   0   1   1   1   0 -
srr4295175_ms_5_16   -          VOG5221              -                2.1    4.8  10.8       0.6    6.5   2.6   2.7   2   1   1   3   3   3   0 -
KP06_gp12               -          VOG5226              -              0.004   13.9   0.2     0.008   12.9   0.2   1.7   1   1   0   1   1   1   1 -
nc_024711_crassphage_12 -          VOG5226              -             0.0042   13.9   0.2    0.0083   12.9   0.2   1.7   1   1   0   1   1   1   1 -
eld241-t0_s_1_11     -          VOG5247              -            8.4e-06   22.3   0.3   1.5e-05   21.4   0.3   1.5   1   0   0   1   1   1   1 -
err844030_ms_1_68    -          VOG5250              -             0.0059   12.8   0.0      0.01   12.0   0.0   1.5   1   0   0   1   1   1   1 -
inf125_s_2_118       -          VOG5262              -             0.0012   15.2   0.5    0.0012   15.2   0.5   1.1   1   0   0   1   1   1   1 -
err844030_ms_1_83    -          VOG5262              -             0.0025   14.2   0.0    0.0074   12.7   0.0   1.8   1   0   0   1   1   1   1 -
sib1_ms_5_37         -          VOG5262              -             0.0032   13.8   0.2    0.0095   12.3   0.2   1.8   1   0   0   1   1   1   1 -
nc_024711_crassphage_57 -          VOG5283              -            0.00096   15.1  10.2     0.072    9.1   5.6   3.1   1   1   2   3   3   3   2 -
KP06_gp55               -          VOG5283              -              0.001   15.1  10.3     0.074    9.1   5.6   3.1   1   1   2   3   3   3   2 -
cs_ms_21_39          -          VOG5284              -            5.5e-15   51.6   2.9   6.9e-15   51.3   2.9   1.1   1   0   0   1   1   1   1 -
KP06_gp12               -          VOG5286              -             0.0033   13.9   0.1     0.005   13.3   0.1   1.3   1   0   0   1   1   1   1 -
nc_024711_crassphage_12 -          VOG5286              -             0.0034   13.9   0.1    0.0051   13.3   0.1   1.3   1   0   0   1   1   1   1 -
srr4295175_ms_5_21   -          VOG5294              -            0.00042   16.2   7.9   0.00072   15.4   7.9   1.4   1   1   0   1   1   1   1 -
hvcf_a6_ms_4_67      -          VOG5329              -              0.098    9.4   3.6      0.19    8.4   3.6   1.5   1   0   0   1   1   1   0 -
fferm_ms_11_24       -          VOG5334              -            0.00039   16.6   0.7   0.00039   16.6   0.7   3.2   3   0   0   3   3   3   1 -
cs_ms_21_62          -          VOG5343              -            0.00018   18.0   0.0    0.0066   12.9   0.0   2.1   1   1   0   1   1   1   1 -
srr4295175_ms_5_72      -          VOG5357              -            4.8e-06   22.5   8.3   7.4e-06   21.8   8.3   1.2   1   0   0   1   1   1   1 -
err975045_s_1_21        -          VOG5357              -            9.8e-06   21.5   6.8   1.3e-05   21.1   6.8   1.2   1   0   0   1   1   1   1 -
sib1_ms_5_18            -          VOG5357              -            5.5e-05   19.0   0.2   6.2e-05   18.8   0.2   1.1   1   0   0   1   1   1   1 -
KP06_gp67               -          VOG5357              -            0.00075   15.3   4.6    0.0017   14.1   4.6   1.5   1   0   0   1   1   1   1 -
nc_024711_crassphage_69 -          VOG5357              -            0.00075   15.3   4.6    0.0017   14.1   4.6   1.5   1   0   0   1   1   1   1 -
inf125_s_2_19        -          VOG5361              -            2.8e-05   19.2   0.1   3.9e-05   18.8   0.1   1.2   1   0   0   1   1   1   1 -
inf125_s_2_28        -          VOG5361              -             0.0011   13.9   0.3    0.0011   13.9   0.3   1.2   1   0   0   1   1   1   1 -
KP06_gp85               -          VOG5363              -              0.013   11.6   7.0     0.016   11.3   5.5   1.9   1   1   1   2   2   2   0 -
nc_024711_crassphage_87 -          VOG5363              -              0.013   11.6   7.0     0.016   11.3   5.5   1.9   1   1   1   2   2   2   0 -
KP06_gp31               -          VOG5374              -             0.0064   12.7   1.6      0.03   10.5   0.1   2.2   1   1   1   2   2   2   1 -
nc_024711_crassphage_31 -          VOG5374              -             0.0065   12.6   1.6      0.03   10.5   0.1   2.2   1   1   1   2   2   2   1 -
hvcf_a6_ms_4_41      -          VOG5382              -              0.035   10.3   6.3      0.38    7.0   6.3   2.1   1   1   0   1   1   1   0 -
sib1_ms_5_17         -          VOG5384              -            6.5e-13   44.4   9.6   3.4e-07   25.6   0.2   2.4   1   1   0   2   2   2   2 -
inf125_s_2_8         -          VOG5384              -              6e-06   21.5   0.5   6.2e-06   21.4   0.5   1.0   1   0   0   1   1   1   1 -
srr4295175_ms_5_41   -          VOG5395              -            0.00045   16.3   0.2    0.0005   16.2   0.2   1.3   1   0   0   1   1   1   1 -
srr4295175_ms_5_7    -          VOG5396              -             0.0069   12.3   0.2     0.012   11.4   0.2   1.5   1   0   0   1   1   1   1 -
err844030_ms_1_72    -          VOG5409              -            0.00073   15.9   0.1   0.00082   15.7   0.1   1.3   1   1   0   1   1   1   1 -
err844030_ms_1_63    -          VOG5409              -             0.0065   12.8   0.2     0.012   11.9   0.2   1.7   1   1   0   1   1   1   1 -
KP06_gp35               -          VOG5438              -            0.00047   16.1   3.2   0.00047   16.1   3.2   3.5   3   1   0   3   3   3   1 -
nc_024711_crassphage_35 -          VOG5438              -            0.00047   16.1   3.2   0.00047   16.1   3.2   3.5   3   1   0   3   3   3   1 -
cs_ms_21_61          -          VOG5445              -             0.0027   12.8   0.2    0.0041   12.2   0.2   1.2   1   0   0   1   1   1   1 -
fferm_ms_11_34       -          VOG5446              -               0.02   11.4   4.4      0.11    9.1   0.5   2.1   1   1   1   2   2   2   0 -
eld241-t0_s_1_134    -          VOG5447              -              7e-06   21.8   0.5   2.2e-05   20.1   0.5   2.0   1   1   0   1   1   1   1 -
err844030_ms_1_77    -          VOG5447              -            0.00043   15.9   0.1   0.00098   14.8   0.0   1.6   1   1   0   1   1   1   1 -
err844030_ms_1_98    -          VOG5457              -              0.025   11.2   3.3     0.055   10.1   2.2   2.0   2   0   0   2   2   2   0 -
err844030_ms_1_25    -          VOG5483              -             0.0088   11.9   0.5     0.012   11.4   0.5   1.3   1   0   0   1   1   1   1 -
cs_ms_21_73          -          VOG5486              -              0.014   10.4   4.1     0.024    9.6   4.1   1.3   1   0   0   1   1   1   0 -
fferm_ms_11_25       -          VOG5504              -            1.2e-16   57.3   3.0   1.4e-16   57.1   3.0   1.1   1   0   0   1   1   1   1 -
hvcf_a6_ms_4_15      -          VOG5504              -            9.1e-12   41.6   3.3   4.9e-11   39.3   3.3   1.8   1   1   0   1   1   1   1 -
err975045_s_1_78     -          VOG5504              -            0.00055   16.7   0.0   0.00066   16.4   0.0   1.3   1   0   0   1   1   1   1 -
err975045_s_1_82     -          VOG5504              -             0.0031   14.3   0.0    0.0042   13.8   0.0   1.4   1   1   0   1   1   1   1 -
cs_ms_21_40          -          VOG5509              -             0.0082   12.2   0.0    0.0099   12.0   0.0   1.3   1   0   0   1   1   1   1 -
sib1_ms_5_8          -          VOG5518              -             0.0077   12.5   0.0     0.011   11.9   0.0   1.3   1   0   0   1   1   1   1 -
err844030_ms_1_7     -          VOG5550              -              0.006   12.7   0.1     0.012   11.7   0.1   1.6   1   0   0   1   1   1   1 -
inf125_s_2_24        -          VOG5554              -              0.004   13.6   0.1    0.0061   13.1   0.1   1.2   1   0   0   1   1   1   1 -
sib1_ms_5_53         -          VOG5565              -                2.8    4.2  11.9      0.35    7.1   0.2   4.0   4   1   1   5   5   5   0 -
eld241-t0_s_1_36     -          VOG5581              -              0.048    7.2   4.7     0.047    7.3   4.7   1.0   1   0   0   1   1   1   0 -
eld241-t0_s_1_36     -          VOG5582              -               0.24    6.8   7.7      0.28    6.6   7.7   1.0   1   0   0   1   1   1   0 -
fferm_ms_11_104      -          VOG5602              -             0.0017   14.2   0.0    0.0047   12.8   0.0   1.7   1   1   0   1   1   1   1 -
err975045_s_1_82     -          VOG5603              -             0.0035   13.6   0.5    0.0052   13.0   0.5   1.4   1   1   0   1   1   1   1 -
sib1_ms_5_11         -          VOG5611              -                6.6    1.1  11.9      0.27    5.6   6.0   1.6   2   0   0   2   2   2   0 -
KP06_gp66               -          VOG5612              -             0.0043   13.2   1.1     0.056    9.6   0.1   2.7   2   0   0   2   2   2   1 -
nc_024711_crassphage_68 -          VOG5612              -             0.0044   13.2   1.1     0.056    9.6   0.1   2.7   2   0   0   2   2   2   1 -
KP06_gp53               -          VOG5615              -              0.024   11.0   2.8      0.18    8.2   0.8   2.0   1   1   1   2   2   2   0 -
nc_024711_crassphage_55 -          VOG5615              -              0.026   10.9   2.9      0.18    8.2   0.8   2.0   1   1   1   2   2   2   0 -
err975045_s_1_21        -          VOG5615              -               0.11    8.9   5.4     0.069    9.5   2.1   2.1   1   1   1   2   2   2   0 -
hvcf_a6_ms_4_36      -          VOG5616              -            1.2e-13   47.1   2.3   1.6e-13   46.8   2.3   1.1   1   0   0   1   1   1   1 -
cs_ms_21_13          -          VOG5616              -            2.1e-09   33.5   0.4   9.5e-09   31.4   0.3   1.9   2   0   0   2   2   2   1 -
sib1_ms_5_47         -          VOG5621              -            0.00044   16.3   1.3      0.62    6.2   0.0   3.7   3   0   0   3   3   3   2 -
fferm_ms_11_81       -          VOG5622              -             0.0059   13.3   0.1     0.011   12.5   0.0   1.5   1   1   0   1   1   1   1 -
fferm_ms_11_102      -          VOG5647              -             0.0083   12.5   1.3      0.21    8.0   0.1   2.6   2   0   0   2   2   2   2 -
hvcf_a6_ms_4_12      -          VOG5664              -             0.0023   13.9   0.0    0.0041   13.1   0.0   1.4   1   0   0   1   1   1   1 -
inf125_s_2_93        -          VOG5664              -             0.0028   13.6   0.7    0.0063   12.5   0.7   1.6   1   0   0   1   1   1   1 -
cs_ms_21_67          -          VOG5694              -             0.0011   15.1   0.6     0.091    8.9   0.1   2.3   1   1   1   2   2   2   2 -
cs_ms_21_40          -          VOG5697              -            0.00042   16.3   0.0      0.13    8.3   0.1   2.3   2   0   0   2   2   2   2 -
sib1_ms_5_16         -          VOG5711              -             0.0086   12.3   0.2    0.0086   12.3   0.2   2.0   2   0   0   2   2   2   1 -
hvcf_a6_ms_4_40      -          VOG5742              -            2.1e-05   21.0   0.5   0.00022   17.8   0.1   2.0   1   1   1   2   2   2   1 -
err975045_s_1_41     -          VOG5754              -              0.005   13.0   0.2     0.012   11.8   0.2   1.6   1   0   0   1   1   1   1 -
err975045_s_1_72     -          VOG5755              -               0.18    8.3   8.9     0.073    9.5   3.1   2.7   2   0   0   2   2   2   0 -
fferm_ms_11_81       -          VOG5756              -            0.00049   16.2   0.9    0.0012   14.9   0.4   1.9   1   1   1   2   2   2   1 -
KP06_gp53               -          VOG5763              -            0.00027   17.5   1.6   0.00036   17.2   1.6   1.3   1   0   0   1   1   1   1 -
nc_024711_crassphage_55 -          VOG5763              -            0.00028   17.5   1.6   0.00037   17.1   1.6   1.3   1   0   0   1   1   1   1 -
err844030_ms_1_10       -          VOG5763              -               0.03   10.9   9.2     0.044   10.4   5.2   2.5   1   1   1   2   2   2   0 -
srr4295175_ms_5_30   -          VOG5764              -             0.0078   12.2   0.0     0.014   11.5   0.0   1.3   1   0   0   1   1   1   1 -
inf125_s_2_104       -          VOG5775              -            7.2e-08   27.4   0.8   5.2e-07   24.5   0.8   2.1   1   1   0   1   1   1   1 -
eld241-t0_s_1_152    -          VOG5775              -            2.1e-07   25.8   0.0   3.4e-07   25.1   0.0   1.5   1   1   0   1   1   1   1 -
inf125_s_2_100       -          VOG5775              -             0.0011   13.6   0.0    0.0021   12.7   0.0   1.5   1   0   0   1   1   1   1 -
err844030_ms_1_9     -          VOG5787              -              2e-22   75.3   0.0   2.4e-22   75.1   0.0   1.0   1   0   0   1   1   1   1 -
eld241-t0_s_1_50     -          VOG5787              -            1.1e-16   56.7   0.0   6.3e-16   54.3   0.0   1.8   1   1   0   1   1   1   1 -
fferm_ms_11_19       -          VOG5787              -              4e-15   51.7   0.0   3.7e-14   48.6   0.0   2.0   1   1   0   1   1   1   1 -
KP06_gp35               -          VOG5813              -            0.00011   18.4   8.6     0.023   11.0   4.2   3.2   2   1   0   2   2   2   2 -
nc_024711_crassphage_35 -          VOG5813              -            0.00011   18.4   8.6     0.024   11.0   4.2   3.2   2   1   0   2   2   2   2 -
inf125_s_2_35        -          VOG5819              -            1.1e-06   25.1   4.8   1.1e-06   25.1   4.8   2.1   2   0   0   2   2   2   1 -
fferm_ms_11_39          -          VOG5821              -            4.9e-15   51.9   0.6   1.1e-13   47.5   0.0   2.0   1   1   1   2   2   2   1 -
nc_024711_crassphage_35 -          VOG5821              -            1.1e-08   31.2  28.7     1e-07   28.0   7.4   3.3   1   1   2   3   3   3   2 -
KP06_gp35               -          VOG5821              -            1.1e-08   31.2  28.8   1.1e-07   28.0   7.5   3.3   1   1   2   3   3   3   2 -
fferm_ms_11_63          -          VOG5821              -            2.2e-08   30.3   0.4   2.7e-08   30.0   0.1   1.4   2   0   0   2   2   2   1 -
srr4295175_ms_5_21      -          VOG5821              -            2.8e-08   29.9   4.5   3.7e-08   29.5   4.5   1.2   1   0   0   1   1   1   1 -
fferm_ms_11_86          -          VOG5821              -            7.1e-08   28.6   0.5   7.1e-08   28.6   0.5   1.7   2   0   0   2   2   2   1 -
fferm_ms_11_72          -          VOG5821              -              1e-06   24.8   2.1   1.2e-06   24.6   2.1   1.1   1   0   0   1   1   1   1 -
srr4295175_ms_5_49      -          VOG5821              -            8.8e-06   21.8   0.3   1.3e-05   21.2   0.2   1.2   1   1   0   1   1   1   1 -
err844030_ms_1_72    -          VOG5822              -             0.0011   15.0   0.2    0.0015   14.6   0.2   1.2   1   0   0   1   1   1   1 -
eld241-t0_s_1_75     -          VOG5824              -            0.00055   16.5   0.4    0.0009   15.9   0.4   1.4   1   1   0   1   1   1   1 -
inf125_s_2_104       -          VOG5840              -            1.9e-09   32.8   0.1   2.7e-09   32.3   0.1   1.2   1   0   0   1   1   1   1 -
eld241-t0_s_1_152    -          VOG5840              -             0.0026   12.5   0.0    0.0044   11.8   0.0   1.3   1   0   0   1   1   1   1 -
cs_ms_21_8           -          VOG5845              -               0.33    7.2   7.1       2.5    4.4   6.8   2.4   1   1   1   2   2   2   0 -
eld241-t0_s_1_93     -          VOG5878              -             0.0089   12.0   0.2     0.019   10.9   0.0   1.7   2   1   0   2   2   2   1 -
eld241-t0_s_1_4      -          VOG5879              -             0.0009   15.4   0.1      0.24    7.5   0.0   2.1   2   0   0   2   2   2   2 -
KP06_gp67               -          VOG5891              -              0.015   11.8   3.3      0.24    8.0   0.1   3.1   2   1   1   3   3   3   0 -
nc_024711_crassphage_69 -          VOG5891              -              0.015   11.8   3.3      0.24    8.0   0.1   3.1   2   1   1   3   3   3   0 -
sib1_ms_5_18            -          VOG5924              -            4.6e-05   19.8   0.0   5.9e-05   19.5   0.0   1.2   1   0   0   1   1   1   1 -
hvcf_a6_ms_4_78         -          VOG5924              -             0.0061   13.0   1.0     0.013   11.9   0.3   1.9   2   0   0   2   2   2   1 -
srr4295175_ms_5_72      -          VOG5924              -             0.0075   12.7  12.4     0.004   13.6   2.0   2.5   1   1   1   2   2   2   1 -
KP06_gp67               -          VOG5924              -              0.077    9.5   6.0      0.28    7.6   5.5   2.2   1   1   1   2   2   2   0 -
nc_024711_crassphage_69 -          VOG5924              -              0.077    9.4   6.0      0.28    7.6   5.5   2.2   1   1   1   2   2   2   0 -
hvcf_a6_ms_4_43      -          VOG5969              -             0.0028   14.2   0.2    0.0032   14.0   0.2   1.3   1   1   0   1   1   1   1 -
KP06_gp35               -          VOG5982              -             0.0026   13.5   1.1    0.0026   13.5   1.1   2.6   2   1   1   3   3   3   1 -
nc_024711_crassphage_35 -          VOG5982              -             0.0027   13.4   1.2    0.0027   13.4   1.2   2.6   2   1   1   3   3   3   1 -
cs_ms_21_63          -          VOG5986              -            5.1e-20   68.2   2.8   1.8e-14   50.1   0.1   2.0   1   1   1   2   2   2   2 -
fferm_ms_11_39       -          VOG6005              -             0.0019   14.1   0.0     0.003   13.4   0.0   1.3   1   0   0   1   1   1   1 -
fferm_ms_11_31       -          VOG6022              -             0.0031   13.3   0.0    0.0037   13.1   0.0   1.0   1   0   0   1   1   1   1 -
err844030_ms_1_83    -          VOG6040              -             0.0092   12.2   3.2      0.07    9.3   0.6   2.2   2   0   0   2   2   2   2 -
err975045_s_1_78     -          VOG6040              -               0.01   12.0   1.1     0.014   11.6   0.1   1.6   2   0   0   2   2   2   0 -
err975045_s_1_98     -          VOG6061              -            0.00018   18.1   0.8   0.00061   16.4   0.8   1.9   1   0   0   1   1   1   1 -
fferm_ms_11_53       -          VOG6068              -             0.0018   14.6   0.2    0.0028   14.0   0.2   1.4   1   1   0   1   1   1   1 -
eld241-t0_s_1_110    -          VOG6069              -               0.29    7.5   8.9      0.62    6.4   0.3   2.9   3   1   0   3   3   3   0 -
hvcf_a6_ms_4_3       -          VOG6076              -             0.0014   14.4   0.2    0.0014   14.4   0.2   2.5   3   0   0   3   3   3   2 -
KP06_gp73               -          VOG6090              -             0.0069   12.9   1.7     0.023   11.2   1.7   2.0   1   0   0   1   1   1   1 -
nc_024711_crassphage_75 -          VOG6090              -             0.0072   12.8   1.7     0.024   11.1   1.7   2.0   1   0   0   1   1   1   1 -
eld241-t0_s_1_17     -          VOG6092              -            0.00031   17.3   0.3   0.00044   16.8   0.3   1.3   1   0   0   1   1   1   1 -
srr4295175_ms_5_41   -          VOG6108              -            0.00036   16.2   0.3    0.0004   16.1   0.3   1.1   1   0   0   1   1   1   1 -
err975045_s_1_16     -          VOG6127              -            0.00028   17.3   0.4   0.00033   17.0   0.4   1.1   1   0   0   1   1   1   1 -
sib1_ms_5_39         -          VOG6140              -              0.003   13.9   2.4      0.39    7.1   0.0   4.0   3   0   0   3   3   3   2 -
KP06_gp88               -          VOG6153              -            0.00082   15.5   0.1    0.0019   14.3   0.1   1.6   1   0   0   1   1   1   1 -
nc_024711_crassphage_91 -          VOG6153              -            0.00083   15.5   0.1    0.0019   14.3   0.1   1.6   1   0   0   1   1   1   1 -
fferm_ms_11_39       -          VOG6154              -            6.4e-10   35.3   2.7   9.8e-10   34.7   2.7   1.3   1   0   0   1   1   1   1 -
fferm_ms_11_20       -          VOG6156              -              0.029   10.7   2.8       0.3    7.5   2.8   2.1   1   1   0   1   1   1   0 -
err975045_s_1_21     -          VOG6156              -                5.7    3.4  12.9      0.38    7.2   3.9   2.1   1   1   1   2   2   2   0 -
hvcf_a6_ms_4_19      -          VOG6167              -             0.0027   14.1   2.0     0.071    9.5   1.0   2.9   2   1   0   2   2   2   1 -
hvcf_a6_ms_4_72      -          VOG6179              -             0.0084   11.9   2.2      0.01   11.5   0.8   1.8   1   1   1   2   2   2   1 -
inf125_s_2_119       -          VOG6196              -             0.0048   13.1   0.0    0.0052   13.0   0.0   1.1   1   0   0   1   1   1   1 -
hvcf_a6_ms_4_31      -          VOG6204              -             0.0067   12.6   0.9    0.0098   12.1   0.7   1.3   1   1   0   1   1   1   1 -
fferm_ms_11_83       -          VOG6225              -             0.0099   12.2   0.0     0.019   11.2   0.0   1.4   1   0   0   1   1   1   1 -
srr4295175_ms_5_70   -          VOG6270              -            0.00022   17.3   2.3   0.00027   17.0   2.3   1.1   1   0   0   1   1   1   1 -
KP06_gp66               -          VOG6271              -                3.7    4.0  18.2         2    4.9   0.2   5.2   3   2   2   5   5   5   0 -
nc_024711_crassphage_68 -          VOG6271              -                4.6    3.7  18.5         2    4.9   0.2   5.2   3   2   2   5   5   5   0 -
